0,0
0,0.5
0.25,1
0.5,0.5
0.75,1
1,0.5
1.25,1
1.5,0.5
1.75,1
2,0.5
2.25,1
2.5,0.5
2.75,1
3,0.5
3.25,1
3.5,0.5
3.75,1
4,0.5
4,0
0,0.25
0.125,0.75
0.375,0.75
0.625,0.75
0.875,0.75
1.125,0.75
1.375,0.75
1.625,0.75
1.875,0.75
2.125,0.75
2.375,0.75
2.625,0.75
2.875,0.75
3.125,0.75
3.375,0.75
3.625,0.75
3.875,0.75
4,0.25
3.6,0
3.2,0
2.8,0
2.4,0
2,0
1.6,0
1.2,0
0.8,0
0.4,0
1.7819,0.29778
2.2181,0.29778
1.3853,0.26005
2.6147,0.26005
3.3806,0.26005
0.61944,0.26005
0.25485,0.29425
3.7451,0.29425
1.0023,0.28269
2.9977,0.28269
3.2292,0.50662
2.7681,0.50577
1.2319,0.50577
0.77076,0.50662
3.75,0.55718
2.2443,0.55718
1.7557,0.55718
0.25,0.55718
0,0.125
0,0.375
0.0625,0.625
0.1875,0.875
0.3125,0.875
0.4375,0.625
0.5625,0.625
0.6875,0.875
0.8125,0.875
0.9375,0.625
1.0625,0.625
1.1875,0.875
1.3125,0.875
1.4375,0.625
1.5625,0.625
1.6875,0.875
1.8125,0.875
1.9375,0.625
2.0625,0.625
2.1875,0.875
2.3125,0.875
2.4375,0.625
2.5625,0.625
2.6875,0.875
2.8125,0.875
2.9375,0.625
3.0625,0.625
3.1875,0.875
3.3125,0.875
3.4375,0.625
3.5625,0.625
3.6875,0.875
3.8125,0.875
3.9375,0.625
4,0.375
4,0.125
3.8,0
3.4,0
3,0
2.6,0
2.2,0
1.8,0
1.4,0
1,0
0.6,0
0.2,0
0.25,0.75
0.75,0.75
1.25,0.75
1.75,0.75
2.25,0.75
2.75,0.75
3.25,0.75
3.75,0.75
1.6409,0.39889
1.8909,0.39889
1.8909,0.14889
1.6909,0.14889
2.1091,0.39889
2.3591,0.39889
2.3091,0.14889
2.1091,0.14889
2,0.29778
