0.25,0
0.25,0.25
0.75,0.25
0.75,0
1,0
1,1
0,1
0,0
0.25,0.083333
0.25,0.16667
0.35,0.25
0.45,0.25
0.55,0.25
0.65,0.25
0.75,0.16667
0.75,0.083333
1,0.1
1,0.2
1,0.3
1,0.4
1,0.5
1,0.6
1,0.7
1,0.8
1,0.9
0.9,1
0.8,1
0.7,1
0.6,1
0.5,1
0.4,1
0.3,1
0.2,1
0.1,1
0,0.9
0,0.8
0,0.7
0,0.6
0,0.5
0,0.4
0,0.3
0,0.2
0,0.1
0.083333,0
0.16667,0
0.83333,0
0.91667,0
0.37676,0.61241
0.75221,0.74061
0.79288,0.44207
0.13107,0.15473
0.86436,0.17873
0.059086,0.9359
0.9345,0.93273
0.59031,0.58869
0.19472,0.74021
0.22915,0.47828
0.46734,0.78825
0.81616,0.61563
0.65597,0.85979
0.82983,0.83447
0.86317,0.31985
0.091577,0.23307
0.8718,0.082916
0.12707,0.076499
0.807,0.13046
0.18915,0.12345
0.93362,0.14622
0.06749,0.13785
0.94447,0.065815
0.055553,0.062865
0.38501,0.43585
0.63165,0.42388
0.59529,0.71456
0.25573,0.61271
0.28867,0.85068
0.86622,0.71168
0.17601,0.37214
0.161,0.88006
0.6969,0.63094
0.091992,0.74371
0.53333,0.8588
0.86432,0.49512
0.75329,0.36368
0.74721,0.89429
0.92041,0.24998
0.91742,0.84503
0.18048,0.20291
0.80271,0.21191
0.93078,0.35407
0.8549,0.918
0.80248,0.059327
0.19655,0.056654
0.12861,0.56871
0.30579,0.37736
0.33678,0.72721
0.49708,0.49438
0.48529,0.63907
0.67413,0.49758
0.33044,0.52729
0.49678,0.33745
0.44901,0.90165
0.2389,0.91703
0.92116,0.6485
0.091104,0.34667
0.082184,0.85616
0.67871,0.71383
0.67767,0.35086
0.86691,0.40437
0.55672,0.78363
0.80138,0.68221
0.79494,0.54409
0.77044,0.80653
0.21872,0.82927
0.59658,0.90418
0.17164,0.28977
0.92971,0.74787
0.93075,0.54628
0.11307,0.92328
0.14978,0.80997
0.79441,0.2947
0.87208,0.78026
0.12658,0.42129
0.1473,0.66104
0.38734,0.34803
0.43594,0.56277
0.44721,0.70052
0.26655,0.69569
0.34051,0.91425
0.58796,0.50962
0.59185,0.3385
0.71205,0.42848
0.62845,0.64425
0.63131,0.78576
0.31117,0.45846
0.93247,0.45004
0.36601,0.81486
0.24173,0.33471
0.72026,0.55939
0.3215,0.58276
0.2056,0.54868
0.65994,0.93194
0.54395,0.42019
0.81573,0.75985
0.16267,0.94412
0.81466,0.36491
0.24127,0.4087
0.53576,0.9332
0.055019,0.55693
0.86428,0.58328
0.76207,0.61849
0.73876,0.67755
0.84933,0.25102
0.72531,0.30177
0.85447,0.64864
0.27863,0.77662
0.070318,0.63837
0.52591,0.57321
0.21045,0.66421
0.70611,0.80065
0.55745,0.64546
0.5183,0.71231
0.65014,0.57158
0.27527,0.53452
0.15835,0.4878
0.3069,0.31181
0.34725,0.40454
0.077141,0.47789
0.59474,0.83898
0.18581,0.43333
0.18916,0.61103
0.45692,0.41944
0.73952,0.49417
0.40056,0.74253
0.42615,0.63907
0.43048,0.48295
0.073442,0.41132
0.36824,0.55775
0.32365,0.65191
0.37686,0.50392
0.38521,0.67932
0.25,0.041667
0.25,0.125
0.25,0.20833
0.3,0.25
0.4,0.25
0.5,0.25
0.6,0.25
0.7,0.25
0.75,0.20833
0.75,0.125
0.75,0.041667
1,0.05
1,0.15
1,0.25
1,0.35
1,0.45
1,0.55
1,0.65
1,0.75
1,0.85
1,0.95
0.95,1
0.85,1
0.75,1
0.65,1
0.55,1
0.45,1
0.35,1
0.25,1
0.15,1
0.05,1
0,0.95
0,0.85
0,0.75
0,0.65
0,0.55
0,0.45
0,0.35
0,0.25
0,0.15
0,0.05
0.041667,0
0.125,0
0.20833,0
0.79167,0
0.875,0
0.95833,0
0.029543,0.96795
0.079543,0.96795
0.029543,0.91795
0.96725,0.96636
0.96725,0.91636
0.91725,0.96636
0.045788,0.26654
0.045788,0.21654
0.11132,0.1939
0.85257,0.041458
0.89423,0.041458
0.86808,0.13082
0.1052,0.03825
0.14687,0.03825
0.12907,0.11561
0.7785,0.14856
0.7785,0.1069
0.83568,0.15459
0.8394,0.10669
0.21957,0.10339
0.21957,0.14506
0.16011,0.13909
0.15811,0.099975
0.96681,0.12311
0.96681,0.17311
0.89899,0.16247
0.90271,0.11457
0.033745,0.16892
0.033745,0.11892
0.099279,0.14629
0.079533,0.18546
0.09728,0.10717
0.97224,0.032907
0.97224,0.082907
0.93057,0.032907
0.90814,0.074365
0.93905,0.10602
0.027777,0.031433
0.027777,0.081433
0.069443,0.031433
0.091312,0.069682
0.061521,0.10036
0.045996,0.77185
