1.1438,0.84704
1.1394,0.85434
1.1398,0.85638
1.1394,0.85647
1.1381,0.85647
0.9886,0.85232
0.98715,0.85273
0.9868,0.85392
0.98673,0.85515
0.98748,0.8579
0.99574,0.87391
0.99794,0.8768
1.0018,0.88334
1.0046,0.88642
1.0061,0.88877
1.007,0.8898
1.0081,0.89063
1.0094,0.89118
1.014,0.89227
1.0153,0.89282
1.0166,0.89353
1.0176,0.89433
1.0185,0.89552
1.0191,0.89689
1.0197,0.89841
1.02,0.89997
1.0204,0.90253
1.0207,0.90396
1.0212,0.90532
1.0221,0.90658
1.023,0.90761
1.0254,0.90918
1.0266,0.9098
1.0296,0.91063
1.0349,0.91283
1.0421,0.91696
1.0433,0.91786
1.0441,0.91895
1.0448,0.92032
1.0453,0.92177
1.0462,0.92748
1.0467,0.92878
1.0475,0.92982
1.0486,0.93058
1.0545,0.93242
1.0558,0.93304
1.0569,0.93395
1.0578,0.93489
1.0587,0.93612
1.0593,0.93737
1.0598,0.93876
1.0601,0.9402
1.0602,0.94172
1.0591,0.95024
1.0592,0.95202
1.0607,0.95882
1.0609,0.96062
1.0609,0.96228
1.0605,0.96384
1.06,0.96517
1.0593,0.9664
1.0584,0.9675
1.0574,0.96853
1.0563,0.96941
1.0486,0.97417
1.0476,0.97526
1.047,0.97649
1.0467,0.97801
1.0465,0.97958
1.0462,0.98419
1.046,0.9855
1.0456,0.98654
1.0448,0.98735
1.0436,0.98806
1.0426,0.98895
1.042,0.98991
1.0397,1
1.0385,0.99872
1.038,0.99932
1.0378,1
0,1
0.041616,0.68204
0.041656,0.68171
0.0417,0.68139
0.041744,0.68106
0.031292,0.19182
0.035272,0.19088
0.037552,0.18578
0.039252,0.18
0.04352,0.176
0.049156,0.17436
0.055,0.17527
0.055,0.17354
0.05212,0.17064
0.053776,0.16796
0.058036,0.1671
0.062984,0.16955
0.067656,0.16695
0.070076,0.16935
0.071712,0.17382
0.074128,0.17712
0.078032,0.17726
0.089312,0.17147
0.092492,0.17293
0.095492,0.17562
0.098996,0.1769
0.10692,0.17231
0.11147,0.17108
0.11628,0.17135
0.12054,0.17354
0.12727,0.16846
0.13077,0.16674
0.13297,0.16583
0.13442,0
0.80385,0
0.80508,0.045028
0.8071,0.048496
0.81162,0.050408
0.8165,0.051784
0.81954,0.053628
0.82098,0.058512
0.82042,0.063324
0.81781,0.072544
0.81762,0.086352
0.81636,0.089716
0.81328,0.092276
0.80599,0.094972
0.80352,0.095448
0.80021,0.1008
0.80277,0.10678
0.81142,0.11812
0.81266,0.1234
0.81347,0.1316
0.81328,0.13971
0.813,0.14473
0.80516,0.15278
0.80056,0.15657
0.79616,0.15814
0.79236,0.1602
0.78885,0.16482
0.78784,0.16935
0.79148,0.17147
0.79706,0.17147
0.8022,0.17237
0.8062,0.17512
0.80826,0.18097
0.80729,0.18789
0.80359,0.19164
0.79395,0.19637
0.78936,0.20112
0.79004,0.20368
0.79362,0.20557
0.79788,0.20867
0.80696,0.22097
0.80909,0.22296
0.8106,0.224
0.81554,0.22888
0.81781,0.23061
0.82048,0.23115
0.82674,0.23144
0.82909,0.23246
0.83204,0.23838
0.83061,0.24366
0.82799,0.24813
0.82655,0.25769
0.83094,0.26395
0.83432,0.27076
0.83053,0.2784
0.82731,0.28025
0.82421,0.28148
0.82186,0.28342
0.82098,0.28726
0.8229,0.28924
0.83541,0.29195
0.84842,0.29868
0.8537,0.29958
0.8592,0.29948
0.86381,0.30005
0.86759,0.30223
0.87055,0.30721
0.86999,0.31798
0.85316,0.32626
0.85295,0.33414
0.85604,0.33711
0.86759,0.34426
0.8713,0.34564
0.87426,0.34795
0.88327,0.36851
0.88429,0.37018
0.8858,0.37065
0.88891,0.37072
0.89267,0.36899
0.89495,0.36851
0.89598,0.36975
0.89675,0.3726
0.89997,0.3778
0.9008,0.38009
0.90038,0.38359
0.89831,0.38887
0.89756,0.39287
0.89762,0.39541
0.89866,0.39686
0.90156,0.39466
0.90348,0.39364
0.90608,0.3934
0.91584,0.3945
0.92116,0.3965
0.92968,0.40116
0.93717,0.40936
0.93901,0.41761
0.93895,0.42732
0.94136,0.45111
0.93724,0.47048
0.93923,0.48243
0.94321,0.49232
0.9466,0.49796
0.94946,0.49887
0.95394,0.49607
0.95917,0.49579
0.96413,0.4973
0.96626,0.49977
0.96962,0.50347
0.96844,0.5087
0.96577,0.51428
0.96481,0.51915
0.9675,0.5228
0.99348,0.53303
1.0044,0.54005
1.0122,0.54969
1.0125,0.56165
1.0054,0.57023
1.0045,0.57182
1.0036,0.57339
1.0027,0.57496
1.0053,0.5771
1.0097,0.578
1.0152,0.58023
1.0238,0.58501
1.0272,0.58866
1.0297,0.593
1.0312,0.59787
1.0317,0.60337
1.0341,0.60826
1.0397,0.6084
1.0461,0.60681
1.0508,0.60647
1.0556,0.61349
1.0558,0.62505
1.0535,0.63695
1.0489,0.65102
1.0479,0.65673
1.0476,0.66974
1.0487,0.67632
1.0515,0.68087
1.0639,0.69118
1.0675,0.69529
1.0703,0.69996
1.0715,0.70465
1.0716,0.71196
1.0727,0.71674
1.0755,0.71963
1.0811,0.72129
1.0869,0.72204
1.0922,0.72356
1.0946,0.72711
1.0915,0.73401
1.0879,0.73929
1.0869,0.74265
1.0883,0.74529
1.0923,0.74851
1.0965,0.75306
1.0965,0.75678
1.09,0.7653
1.0865,0.77189
1.0867,0.77696
1.09,0.78082
1.1256,0.79644
1.1402,0.80861
1.1381,0.81382
1.1319,0.81828
1.1258,0.82127
1.1281,0.82655
1.1315,0.83019
1.1359,0.8323
1.141,0.83295
1.1478,0.82752
1.1514,0.82655
1.153,0.83198
1.1499,0.84072
